chapter Number,Chapter Name,Total Verses,Verse Number,Sanskrit,English Translation,Explanation,youtubeLink,Image url
4,Jnana Karma Sanyasa Yoga,42,16,किं कर्म किमकर्मेति कवयोऽप्यत्र मोहिताः। तत्ते कर्म प्रवक्ष्यामि यज्ज्ञात्वा मोक्ष्यसेऽशुभात्।।,Kim karma kim akarmeti kavayo 'py atra mohitah | Tat te karma pravaksyami yaj jnatva moksyase 'subhat ||,"Even the intelligent are bewildered in determining what is action and what is inaction. Now I shall explain to you what action is, knowing which you shall be liberated from all misfortune.",https://youtu.be/8DAwS4mGlE8?si=nogDLKNptgywEpGS,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,17,कर्मणो ह्यपि बोद्धव्यं बोद्धव्यं च विकर्मणः। अकर्मणश्च बोद्धव्यं गहना कर्मणो गतिः।।,Karmano hy api boddhavyam boddhavyam ca vikarmanah | Akarmanash ca boddhavyam gahana karmano gatih ||,"The intricacies of action are very hard to understand. Therefore, one should know properly what action is, what forbidden action is, and what inaction is.",https://youtu.be/dI6NCXMm86M?si=9mbr8Mq_osRsf3hN,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,18,कर्मण्यकर्म यः पश्येदकर्मणि च कर्म यः। स बुद्धिमान्मनुष्येषु स युक्तः कृत्स्नकर्मकृत्।।,Karmany akarma yah pasyed akarmani ca karma yah | Sa buddhiman manushyeshu sa yuktah krtsna-karma-krt ||,"One who sees inaction in action, and action in inaction, is intelligent among men, and he is in the transcendental position, although engaged in all sorts of activities.",https://youtu.be/S0b46oPBgFw?si=ZJwE8y5UbhSLCgBf,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,19,यस्य सर्वे समारम्भाः कामसङ्कल्पवर्जिताः। ज्ञानाग्निदग्धकर्माणं तमाहुः पण्डितं बुधाः।।,Yasya sarve samarambhah kama-sankalpa-varjitah | Jnana-agni-dagdha-karmanam tam ahuh panditam budhah ||,One is understood to be in full knowledge whose every act is devoid of desire for sense gratification. He is said by sages to be a worker whose fruitive action is burned up by the fire of perfect knowledge.,https://youtu.be/evlbXcbvLos?si=HCxE4RiwbVTm5JkA,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,20,त्यक्त्वा कर्मफलासङ्गं नित्यतृप्तो निराश्रयः। कर्मण्यभिप्रवृत्तोऽपि नैव किञ्चित्करोति सः।।,Tyaktva karma-phalasangam nitya-tripto nirashrayah | Karmany abhipravrtto 'pi naiva kincit karoti sah ||,"Abandoning all attachment to the results of his activities, ever satisfied and independent, he performs no fruitive action, although engaged in all kinds of undertakings.",https://youtu.be/AoirAS-Fm0Q?si=oCkpJ-e4OMenTQlJ,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,21,निर्द्वन्द्वो हि महाबाहो सुखं बन्धात्प्रमुच्यते। यः पश्यति स पश्यति।।,Nirashir yata-cittatma tyakta-sarva-parigrahah | Sariram kevalam karma kurvan napnoti kilbisham ||,"Such a man of understanding acts with mind and intelligence perfectly controlled, gives up all sense of proprietorship over his possessions, and acts only for the bare necessities of life. Thus working, he is not affected by sinful reactions.",https://youtu.be/etxjXDnObgM?si=gXoHONCvolU-xmf_,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,22,गच्छन्तः कर्मकृत्यानि शेषं निवर्तते।।,Yadrccha-labha-santusto dvandvatito vimatsarah | Samah siddhav asiddhau ca krtvapi na nibadhyate ||,"He who is satisfied with gain that comes of its own accord, who is free from duality and does not envy, who is steady in both success and failure, is never entangled, although performing actions.",https://youtu.be/imsQ1AuxhmM?si=BEpiBXb2MHvdEtiI,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,23,यस्य सर्वे समारम्भाः कामसङ्कल्पवर्जिताः। ज्ञानाग्निदग्धकर्माणं तमाहुः पण्डितं बुधाः।।,Gata-sangasya muktasya jnanavasthita-cetasah | Yajnayacaratah karma samagram praviliyate ||,The work of a man who is unattached to the modes of material nature and who is fully situated in transcendental knowledge merges entirely into transcendence.,https://youtu.be/GqQMv2-dq_A?si=dTnxsqteUQABe5DQ,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,24,ब्रह्मार्पणं ब्रह्म हविर्ब्रह्माग्नौ ब्रह्मणा हुतम्। ब्रह्मैव तेन गन्तव्यं ब्रह्मकर्मसमाधिना।।,Brahmarpanam brahma havir brahmagnau brahmana hutam | Brahmaiva tena gantavyam brahma-karma-samadhina ||,"A person who is fully absorbed in Krishna consciousness is sure to attain the spiritual kingdom because of his full contribution to spiritual activities, in which the consummation is absolute and that which is offered is of the same spiritual nature.",https://youtu.be/voHaFb3qx7U?si=YdJdD9DMUu_c26tG,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,25,दैवमेवापरे यज्ञं योगिनः पर्युपासते। ब्रह्मग्नावपरे यज्ञं यज्ञेनैवोपजुह्वति।।,Daivam evapare yajnam yoginah paryupasate | Brahmagnav apare yajnam yajnenaivopajuhvati ||,"Some yogis perfectly worship the demigods by offering different sacrifices to them, and some of them offer sacrifices in the fire of the Supreme Brahman.",https://youtu.be/L0lEvwPHKtk?si=Ziezlun1VCZKoUsy,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,26,श्रोत्रादीनीन्द्रियाण्यन्ये संयमाग्निषु जुह्वति। शब्दादीन्विषयानन्य इन्द्रियाग्निषु जुह्वति।।,Srotradinindriyany anye samyamagnishu juhvati | Shabdadin visayan anya indriyagnishu juhvati ||,"Some (the unadulterated brahmacharis) sacrifice the hearing process and the senses in the fire of mental control, and others (the regulated householders) sacrifice the objects of the senses in the fire of the senses.",https://youtu.be/RTa0TzR6raY?si=OSFhEUj96hg46cmM,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,27,सर्वाणीन्द्रियकर्माणि प्राणकर्माणि चापरे। आत्मसंयमयोगाग्नौ जुह्वति ज्ञानदीपिते।।,Sarvani indriya-karmani pranakarmani capare | Atma-samyama-yogagnau juhvati jnana-dipite ||,"Others, who are interested in achieving self-realization through control of the mind and senses, offer the functions of all the senses and of the life breath, as oblations, into the fire of the controlled mind.",https://youtu.be/M9Cmpz6AiVM?si=6goISwupyDUucaDv,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,28,द्रव्ययज्ञास्तपोयज्ञा योगयज्ञास्तथापरे। स्वाध्यायज्ञानयज्ञाश्च यतयः संशितव्रताः।।,Dravya-yajnas tapo-yajna yoga-yajnas tathapare | Svadhyaya-jnana-yajnas ca yatayah samsita-vratah ||,"Having accepted strict vows, some become enlightened by sacrificing their possessions, and others by performing severe austerities, by practicing the yoga of eightfold mysticism, or by studying the Vedas to advance in transcendental knowledge.",https://youtu.be/9cqElWOZoYU?si=H9og_FraaQpoC50r,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,29,अपाने जुह्वति प्राणं प्राणेऽपानं तथापरे। प्राणापानगती रुद्ध्वा प्राणायामपरायणाः।।,Apane juhvati pranam prane 'panam tathapare | Pranapana-gati-ruddhva pranayama-parayanah ||,"Still others, who are inclined to the process of breath restraint to remain in trance, practice by offering the movement of the outgoing breath into the incoming, and the incoming breath into the outgoing, and thus at last remain in trance, stopping all breathing. Others curtailing the eating process, offer the outgoing breath into itself as a sacrifice.",https://youtu.be/jprx7l9sAMo?si=ATflsIFSwuhX1La7,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,30,अपरे नियताहाराः प्राणान्प्राणेषु जुह्वति। सर्वेऽप्येते यज्ञविदो यज्ञक्षपितकल्मषाः।।,Apare niyataharah pranam praneshv juhvati | Sarve 'py ete yajna-vido yajna-ksapita-kalmasah ||,"All these performers who know the meaning of sacrifice become cleansed of sinful reactions, and, having tasted the nectar of the results of sacrifices, they advance toward the supreme eternal atmosphere.",https://youtu.be/q-zVs-yDXUk?si=m6n-a3yYj-NjDdfK,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,31,यज्ञशिष्टामृतभुजो यान्ति ब्रह्म सनातनम्। नायं लोकोऽस्त्ययज्ञस्य कुतोऽन्यः कुरुसत्तम।।,Yajna-shishtamrta-bhujo yanti brahma sanatanam | Nayam loko 'sty ayajnasya kuto 'nyah kuru-sattama ||,"O best of the Kuru dynasty, without sacrifice one can never live happily on this planet or in this life; what then of the next?",https://youtu.be/HdmxbhX5sTQ?si=vfpvwgut51bAUaJz,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,32,एवं बहुविधा यज्ञा वितता ब्रह्मणो मुखे। कर्मजान्विद्धि तान्सर्वानेवं ज्ञात्वा विमोक्ष्यसे।।,Evam bahu-vidha yajna vitata brahmano mukhe | Karma-jan viddhi tan sarvan evam jnatva vimoksyase ||,"All these different types of sacrifice are approved by the Vedas, and all of them are born of different types of work. Knowing them as such, you will become liberated.",https://youtu.be/CimQXmNyOks?si=3drzicMF04Eia83v,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,33,श्रेयान्द्रव्यमयाद्यज्ञाज्ज्ञानयज्ञः परन्तप। सर्वं कर्माखिलं पार्थ ज्ञाने परिसमाप्यते।।,Sreyan dravya-mayad yajnat jnana-yajnah parantapa | Sarvam karmakhilam partha jnane parisamapyate ||,"O chastiser of the enemy, the sacrifice performed in knowledge is better than the mere sacrifice of material possessions. After all, O son of Pritha, all sacrifices of work culminate in transcendental knowledge.",https://youtu.be/ZVgO8S5lv1A?si=1Md6EsKL50Jt9NYm,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,34,तद्विद्धि प्रणिपातेन परिप्रश्नेन सेवया। उपदेक्ष्यन्ति ते ज्ञानं ज्ञानिनस्तत्त्वदर्शिनः।।,Tad viddhi pranipatena pariprashnena sevaya | Upadeksyanti te jnanam jnaninas tattva-darshinah ||,Just try to learn the truth by approaching a spiritual master. Inquire from him submissively and render service unto him. The self-realized souls can impart knowledge unto you because they have seen the truth.,https://youtu.be/D0s64hgBLLM?si=i8IYjfePytxXp-2M,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,35,यज्ज्ञात्वा न पुनर्मोहमेवं यास्यसि पाण्डव। येन भूतान्यशेषेण द्रक्ष्यस्यात्मन्यथो मयि।।,Yaj jnatva na punar moham evam yasyasi pandava | Yena bhutany ashesani draksyasy atmany atho mayi ||,"Having obtained real knowledge from a self-realized soul, you will never fall again into such illusion, for by this knowledge you will see that all living beings are but part of the Supreme, or, in other words, that they are mine.",https://youtu.be/ZVgO8S5lv1A?si=CdNBaACxulCfMIhC,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,36,अपि चेदसि पापेभ्यः सर्वेभ्यः पापकृत्तमः। सर्वं ज्ञानप्लवेनैव वृजिनं सन्तरिष्यसि।।,Api ced asi papebhyah sarvebhyah papa-krittamah | Sarvam jnana-plavenaiva vrjinam santarisyasi ||,"Even if you are considered to be the most sinful of all sinners, when you are situated in the boat of transcendental knowledge, you will be able to cross over the ocean of miseries.",https://youtu.be/a1_Yxy0VQRc?si=1e3B2vOJ5cQKZMzu,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,37,यथैधांसि समिद्धोऽग्निर्भस्मसात्कुरुतेऽर्जुन। ज्ञानाग्निः सर्वकर्माणि भस्मसात्कुरुते तथा।।,Yathaidhamsi samiddho 'gnir bhasmasat kurute 'rjuna | Jnanagnih sarva-karmani bhasmasat kurute tatha ||,"As a blazing fire turns firewood to ashes, O Arjuna, so does the fire of knowledge burn to ashes all reactions to material activities.",https://youtu.be/wdr6kbr_MhY?si=TqhGdDxBTcqBSyge,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,38,न हि ज्ञानेन सदृशं पवित्रमिह विद्यते। तत्स्वयं योगसंसिद्धः कालेनात्मनि विन्दति।।,Na hi jnanena sadrsam pavitram iha vidyate | Tat svayam yoga-samsiddhah kalenatmani vindati ||,"In this world, there is nothing so sublime and pure as transcendental knowledge. Such knowledge is the mature fruit of all mysticism. And one who has become accomplished in the practice of devotional service enjoys this knowledge within himself in due course of time.",https://youtu.be/RGpL6a1gJiA?si=hCJp25JvpyoAP19C,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,39,श्रद्धावान्लभते ज्ञानं तत्परः संयतेन्द्रियः। ज्ञानं लब्ध्वा परां शान्तिमचिरेणाधिगच्छति।।,Sraddhaval labhate jnanam tat-parah samyatendriyah | Jnanam labdhva param shantim acirenadhigacchati ||,A faithful man who is absorbed in transcendental knowledge and who subdues his senses quickly attains the supreme spiritual peace.,https://youtu.be/N1GrENllcq4?si=dawOFuo5gLl_rn8i,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,40,अज्ञश्चाश्रद्दधानश्च संशयात्मा विनश्यति। नायं लोकोऽस्ति न परो न सुखं संशयात्मनः।।,Ajnas casraddadhanas ca samsayatma vinasyati | Nayam loko 'sti na paro na sukham samsayaatmanah ||,"But ignorant and faithless persons who doubt the revealed scriptures do not attain God consciousness; they fall down. For the doubting soul, there is happiness neither in this world nor in the next.",https://youtu.be/FNgqvoIO_jg?si=KG9J-Du097FH7F9V,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,41,योगसंन्यस्तकर्माणं ज्ञानसञ्छिन्नसंशयम्। आत्मवन्तं न कर्माणि निबध्नन्ति धनञ्जय।।,Yoga-sannyasta-karmanam jnana-sanchinna-samsayam | Atmavantam na karmani nibadhnanti dhananjaya ||,"A person who practices Yoga, renounces attachment to results, and is established in self-knowledge is liberated from the bondage of actions.",https://youtu.be/IE9zLuyLc8o?si=XACjsxGAtICsZi9N,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
4,Jnana Karma Sanyasa Yoga,42,42,तस्मादज्ञानसम्भूतं हृत्स्थं ज्ञानासिनात्मनः। छित्त्वैनं संशयं योगमातिष्ठोत्तिष्ठ भारत।।,Tasmad ajnana-sambhutam hrit-stham jnanasin atmanah | Chittvainam samsayam yogam atisthottistha bharata ||,"Krishna advises Arjuna to use the sword of knowledge to dispel doubts, take refuge in Yoga, and act with clarity and wisdom.",https://youtu.be/fGa_grxg1hU?si=UsQNkNs05mc6qjwu,https://drive.google.com/file/d/1mthCt8ciMmesBxef8L9eUQasKQxDzn0a/view?usp=drive_link
5,Karma Sanyasa Yoga,29,1,"""अर्जुन उवाच | अनाश्रितः कर्मफलम् कस्यचित् कर्मयोगम् | सन्दर्शयति कं कर्म सन्दर्शयति यथाश्रुतम् ||""",arjuna uvāca saṁnyāsaṁ karma-yogaṁ ca yaḥ paśhyati sa paśhyati yaḥ paśhyati sa paśhyati,Arjuna questions Krishna about the paths of renunciation (sannyasa) and selfless action (karma yoga). He wants to understand which of these paths is more beneficial and how they compare in achieving spiritual realization. This verse sets up the discussion on the merits of different spiritual practices and their impact on attaining liberation.,https://youtu.be/4QW5XIpZu_4?si=Cl1tirXghVW_w9nP,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,2,सन्न्यासस्य महाबाहो दुःखमाप्तुमयोगतः | योगयुक्तो महाबाहो दुःखामाप्तुमयोगतः || 5.2 ||,sāṅkhya-yogau pṛcchāmi hṛṣhīkeśa-parīpṣitaḥ sāṅkhya-yogasya yogasya karmayogasya niḥspharaṁ,"Arjuna is seeking clarification from Krishna on the differences between the path of Sankhya, which is the path of knowledge and intellectual insight, and the path of Yoga, which is the path of action and devotion. He wants to understand how these paths compare and which might be more effective in achieving spiritual goals. This verse sets the stage for Krishna to explain the nuances and benefits of both paths.",https://youtu.be/9mESeWel2a0?si=cC8IsJaMkbD7Or7S,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,3,योगयुक्तो विशुद्धात्मा विजितात्मा जितेन्द्रियः | सर्वभूतात्मभूतात्मा कुर्वन्नपि न लिप्यते || 5.3 ||,niṣṭhā saṁnyāsasya sthitā bandhanaṁ karma-yoginaḥ sannyāsena yogasya svarṇāya notthyaṁ,"Krishna explains the distinction between renunciation and selfless action. He suggests that the path of renunciation (sannyasa), where one completely renounces worldly actions and responsibilities, is considered superior to the path of selfless action (karma yoga). However, he also acknowledges that for those who have mastered renunciation, the practice of selfless action can also lead to spiritual refinement. This verse underscores the complex relationship between these two paths and their respective roles in spiritual development",https://youtu.be/RbUb8tIv7Ds?si=Dv-E3wY-MM19jQXU,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,4,न हि देहभृता शक्यं त्यक्तुं कर्माण्यशेषतः | यस्तु कर्मफलत्यागी स त्यागीत्यभिधीयते || 5.4 ||,na karmaṇā nārambhaṁ mayāivaṁ karma yogam karma-yogasya sattvasya saṁnyāsasya muñcati,"Krishna explains that the practice of selfless action (karma yoga) does not hinder the path of renunciation. In fact, those who have reached a high level of self-realization and devotion are not bound by their actions. This verse highlights that selfless action and renunciation are interconnected and that true realization transcends the apparent dichotomy between these practices.",https://youtu.be/LCWg33qb3jo?si=Xtw2P3O-uR8MEG_u,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,5,नैव किंचित्करोमीति युक्तो मन्यता तत्त्ववित् | पश्यन्शृण्वन्स्पृशन्स्मर्णन्सनानि तस्य सत्यतः || 5.5 ||,yogasya antah prāptasya siddhātmanā yoginaḥ karmān na tu karmaṇām prāṇāyāmy uta na anavasthitaḥ,"Krishna explains that for someone who has achieved the perfection of Yoga and self-realization, the distinction between action (karma) and renunciation becomes irrelevant. Such a person transcends the need for specific practices and embodies the highest state of spiritual attainment. This verse emphasizes that ultimate realization goes beyond conventional paths and practices.",https://youtu.be/1mNuAbEd4IY?si=F8sjSt1EKjplQZSY,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,6,सर्वकर्माण्यपि सन्न्यस्याद्यात्मच्छुद्ध्यनिष्ठितः | सर्वभूतस्थमात्मानं सर्वभूतानि चात्मनः || 5.6 ||,arjuna uvāca saṁnyāsaṁ karma-yogaṁ ca yaḥ paśhyati sa pana hi deha-bhṛtā śhakyaṁ tyaktuṁ karmāṇy aśheṣhataḥ yaḥ tu karma-phala-tyāgī sa tyāgīty akṛṣhiḥśhyati yaḥ paśhyati sa paśhyati,"Krishna acknowledges that it is not feasible for a living being to completely abandon all forms of action while living in the body. Instead, true renunciation is achieved by renouncing the desire for the results of actions. This perspective emphasizes that it is the attitude towards the fruits of actions that defines true renunciation, rather than the mere abandonment of physical activity.",https://youtu.be/zp9iMMrLU6c?si=1g7uBCVmJ6CI1B2p,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,7,योगयुक्तो विशुद्धात्मा विजितात्मा जितेन्द्रियः | सर्वभूतात्मभूतात्मा कुर्वन्नपि न लिप्यते || 5.7 ||,yoga-yukto viśuddhātmanā vijitātmā jitendriyaḥ na sukheṇa samaḥ sadā sarve sukha-śātvah,"Krishna describes the qualities of a person who practices Yoga diligently. Such a person has a purified soul, has mastery over their mind and senses, and remains balanced and content in all situations. This verse emphasizes the inner peace and stability achieved through dedicated spiritual practice, highlighting that true contentment comes from within, unaffected by external conditions.",https://youtu.be/ppQpM1vjQio?si=kKjcshiRwkANw0gn,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,8,निःस्पृहः सर्वभूतस्य तस्य तद्व्यतिरेकिना | सर्वकर्माण्यपि सन्न्यस्य सुस्थितो यथा तत्त्वतः || 5.8 ||,na karma-phala-saṅyogaṁ yogī na karma-saṁbhavaḥ na karma-phala-saṅyogaḥ na karma-phala-saṅyogaḥ,"Krishna explains that a true yogi, or someone who has deep knowledge of the Self, realizes that they are not personally engaged in action. Actions are performed by the body and mind, and the Self (or soul) remains unaffected. This verse highlights the detachment from the notion of being the doer of actions, emphasizing that a realized person understands the true nature of action and the Self.",https://youtu.be/zpM_79a7ABI?si=sPdZSl3yaLpqaOoD,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,9,निःस्पृहः सर्वभूतस्य तस्य तद्व्यतिरेकिना | सर्वकर्माण्यपि सन्न्यस्य सुस्थितो यथा तत्त्वतः || 5.8 ||,yoga-yukto viśuddhātmanā vijitātmā jitendriyaḥ na sukheṇa samaḥ sadā sarve sukha-śātvah,Krishna emphasizes that a person who performs actions with detachment and without attachment to the results is not bound by those actions. Such a person understands that the fruits of actions are not their personal concern and thus remains free from the bondage typically associated with actions. This verse reinforces the principle of performing one's duties selflessly and without attachment to outcomes.,https://youtu.be/zpM_79a7ABI?si=sPdZSl3yaLpqaOoD,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,10,ब्रह्मार्पणं ब्रह्म हविः ब्रह्माग्नौ ब्रह्मणा हुतम् | ब्रह्मैव तेन गन्तव्यं ब्रह्मकर्म समाधिना || 5.10 ||,brahmaṇy ādhāya karmāṇi saṅgaṁ tyaktvā karoti yaḥ niḥsaṅgaḥ sa siddhārāḥ yaḥ siddhyati,"Krishna explains that actions performed with a sense of dedication to the Supreme and without attachment to the outcomes lead to spiritual perfection. The true yogi is one who acts selflessly, free from the desire for personal gain, and attains the highest level of spiritual realization. This verse emphasizes the importance of selfless action and detachment in achieving spiritual success.",https://youtu.be/Sde3mbT_GJM?si=sOgw_WUKcaQ5FYni,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,11,ब्रह्मार्पणं ब्रह्म हविः ब्रह्माग्नौ ब्रह्मणा हुतम् | ब्रह्मैव तेन गन्तव्यं ब्रह्मकर्म समाधिना || 5.10 ||,kāyena manasā buddhyā kevalair indriyair api yoginaḥ karma kurvanti saṅgaṁ tyaktvātma-śuddhaye,"Krishna emphasizes that a true practitioner of Yoga is one who performs all actions with the understanding that they are dedicated to the Divine, rather than being concerned with personal outcomes. This selfless approach, where one renounces the attachment to the results of actions, leads to spiritual liberation and fulfillment. The verse highlights that the essence of Yoga is in",https://youtu.be/LbH3oD3UPgk?si=YQl7y1-prAXw1_PU,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,12,"""निःस्पृग्गण्यः स्वधर्मेण तिष्ठन्ति समाहितः | संतुष्टः सर्वकर्मण्यविनिर्भिः स निश्चलः || 12 ||""",yuktaḥ karma-phalaṁ tyaktvā śhāntim āpnoti naiṣhṭhikīm ayuktaḥ kāma-kāreṇa phale sakto nibadhyate,Krishna explains that the individual who renounces attachment to the results of their actions and dedicates their efforts to the Divine attains the highest level of spiritual perfection. This verse emphasizes that the true essence of action lies not in the physical performance but in the attitude of non-attachment and dedication.,https://youtu.be/LbH3oD3UPgk?si=ckGOmZWfd9rlW7rI,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,13,"""सर्वकर्माण्यपि सन्न्यस्याध्यात्मचित्तः नित्यसर्गः | न हि देहभृता शक्यं त्यक्तुं कर्माण्यशेषतः || 13 ||""",sarva-karmāṇi manasā saṁnyasyāste sukhaṁ vaśhī navadvāre pure dehī naiva kurvan na kārayan,"Krishna explains that a person who performs their duties selflessly, dedicating them to the Divine, and who is free from attachment to the outcomes, attains liberation. This individual acts with a sense of detachment and devotion, understanding that the results of actions are not their primary concern. The verse highlights that the path to liberation involves performing actions with a selfless attitude and dedication.",https://youtu.be/KG4XSAfS9o4?si=aCycBFIm-prwhQEY,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
5,Karma Sanyasa Yoga,29,14,"""न कर्मणाम् अनारंभान् यति नस्यति नाश्रयात् | न कर्मफलसङ्गेऽस्मिन्युच्छेदोऽन्यथा वसेत् || 14 ||""",na kartṛtvaṁ na karmāṇi lokasya sṛjati prabhuḥ na karma-phala-saṁyogaṁ svabhāvas tu pravartate,"Krishna clarifies that the Supreme Divine, or the ultimate reality, is beyond the effects of individual actions and their results. The divine principle remains unaffected by the actions performed by beings. This verse reinforces the concept that the true essence of spiritual practice is performing one's duties with selflessness and without attachment to the results, as the divine reality is beyond the dualities of action and its fruits.",https://youtu.be/rN08M7z4XD4?si=0GT8Mmx2_Xlmm8sQ,https://drive.google.com/file/d/1kiP9J5cA4SNWI7CcftQQ62CDPHbzm24V/view?usp=drive_link
